dataset,method,variant,seed,fit_time_sec,n_iter,converged,rmse,fit_error
multivariable_nonlinear,gradient_descent,pure,6,0.8936407089999996,5000.0,False,4.752890885980108,
multivariable_nonlinear,gradient_descent,zzu,6,0.9120230000000014,5000.0,False,4.747723505565545,
multivariable_nonlinear,gradient_descent,pure,7,0.8935818749999989,5000.0,False,5.61592364021967,
multivariable_nonlinear,gradient_descent,zzu,7,0.9240698340000009,5000.0,False,5.6091198383331085,
multivariable_nonlinear,gradient_descent,pure,8,0.893239874999999,5000.0,False,4.440019114564932,
multivariable_nonlinear,gradient_descent,zzu,8,0.9104744579999995,5000.0,False,4.395242611850199,
multivariable_nonlinear,gradient_descent,pure,9,0.8929929579999971,5000.0,False,4.435261201345055,
multivariable_nonlinear,gradient_descent,zzu,9,0.9105650410000017,5000.0,False,4.432044396421638,
multivariable_nonlinear,gauss_newton,pure,0,0.005250750000001858,27.0,True,4.41675477084547,
multivariable_nonlinear,gauss_newton,zzu,0,0.025977167000000634,27.0,True,4.4151072798910596,
multivariable_nonlinear,gauss_newton,pure,1,0.005194749999997583,27.0,True,4.592355696194978,
multivariable_nonlinear,gauss_newton,zzu,1,0.025606166999999402,27.0,True,4.595180693553528,
multivariable_nonlinear,gauss_newton,pure,2,0.004813415999997517,25.0,True,5.572590084807047,
multivariable_nonlinear,gauss_newton,zzu,2,0.0200044580000025,,,,Box--Cox requires y > 0.
multivariable_nonlinear,gauss_newton,pure,3,0.004622084000001081,24.0,True,4.399968930099948,
multivariable_nonlinear,gauss_newton,zzu,3,0.024925958000000747,24.0,True,4.3997616004567695,
multivariable_nonlinear,gauss_newton,pure,4,0.005543416999998385,29.0,True,5.132276421647587,
multivariable_nonlinear,gauss_newton,zzu,4,0.025780624999999446,29.0,True,5.134284562602447,
multivariable_nonlinear,gauss_newton,pure,5,0.004792000000001906,25.0,True,4.9313919747156785,
multivariable_nonlinear,gauss_newton,zzu,5,0.03360254200000057,25.0,True,4.930929144532596,
multivariable_nonlinear,gauss_newton,pure,6,0.004616459000001072,24.0,True,4.368170188843142,
multivariable_nonlinear,gauss_newton,zzu,6,0.024966292000002,24.0,True,4.368174575371987,
multivariable_nonlinear,gauss_newton,pure,7,0.004990958000000489,26.0,True,5.408817933570124,
multivariable_nonlinear,gauss_newton,zzu,7,0.03306133299999914,26.0,True,5.409720200340721,
multivariable_nonlinear,gauss_newton,pure,8,0.004785334000001029,25.0,True,4.455853706100391,
multivariable_nonlinear,gauss_newton,zzu,8,0.02522804200000195,25.0,True,4.457886111452706,
multivariable_nonlinear,gauss_newton,pure,9,0.005360332999998718,28.0,True,4.174721882374463,
multivariable_nonlinear,gauss_newton,zzu,9,0.025702332999998134,28.0,True,4.174829937682971,
multivariable_nonlinear,bfgs,pure,0,0.017645999999999162,45.0,True,4.416754770779173,
multivariable_nonlinear,bfgs,zzu,0,0.03808033299999991,45.0,True,4.415107279783444,
multivariable_nonlinear,bfgs,pure,1,0.018697207999998966,48.0,True,4.592355695722511,
multivariable_nonlinear,bfgs,zzu,1,0.03921333400000293,48.0,True,4.595180692651356,
multivariable_nonlinear,bfgs,pure,2,0.01570591700000179,40.0,True,5.572590084142679,
multivariable_nonlinear,bfgs,zzu,2,0.019832624999999382,,,,Box--Cox requires y > 0.
multivariable_nonlinear,bfgs,pure,3,0.014602249999999373,37.0,True,4.399968931968914,
multivariable_nonlinear,bfgs,zzu,3,0.03496300000000119,37.0,True,4.3997616021374695,
multivariable_nonlinear,bfgs,pure,4,0.016903792000000806,43.0,True,5.132276421694013,
multivariable_nonlinear,bfgs,zzu,4,0.03726154199999954,43.0,True,5.134284562600865,
multivariable_nonlinear,bfgs,pure,5,0.016906667000000652,43.0,True,4.931391974931494,
multivariable_nonlinear,bfgs,zzu,5,0.04586937499999877,43.0,True,4.930929144675203,
multivariable_nonlinear,bfgs,pure,6,0.016496499999998804,42.0,True,4.368170190913743,
multivariable_nonlinear,bfgs,zzu,6,0.03690412499999951,42.0,True,4.368174577370691,
multivariable_nonlinear,bfgs,pure,7,0.018882542000000058,48.0,True,5.408817932994683,
multivariable_nonlinear,bfgs,zzu,7,0.04696054200000077,48.0,True,5.409720199828569,
multivariable_nonlinear,bfgs,pure,8,0.015748000000002094,40.0,True,4.455853706063224,
multivariable_nonlinear,bfgs,zzu,8,0.036208583000000516,40.0,True,4.45788611144894,
multivariable_nonlinear,bfgs,pure,9,0.017300207999998207,44.0,True,4.1747218825177494,
multivariable_nonlinear,bfgs,zzu,9,0.03764062500000165,44.0,True,4.1748299378253195,
